Código_Distrito;Designação_Distrito;Código_Concelho;Designação_Concelho;Code_full;Designação_freguesia;blankVotesPercentage;nullVotesPercentage;percentageVoters;Marcelo Rebelo de Sousa;André Ventura;Ana Gomes;Vitorino Silva;Marisa Matias;Tiago Mayan Gonçalves;João Ferreira
5;Castelo Branco;503;Covilhã;50300;Peraboa;0.3;1.21;36.91;59.7;14.24;16.36;3.94;0.91;2.42;0.91
5;Castelo Branco;503;Covilhã;50300;Peso e Vales do Rio;1.81;1.27;44.02;68.3;8.51;9.24;1.27;4.89;1.63;3.08
5;Castelo Branco;503;Covilhã;50300;São Jorge da Beira;1.22;1.22;44.71;68.57;6.94;11.43;2.86;4.08;0.82;2.86
5;Castelo Branco;503;Covilhã;50300;Sobral de São Miguel;0;0.67;42.86;68.67;10.67;6;4;4;1.33;4.67
5;Castelo Branco;503;Covilhã;50300;Teixoso e Sarzedo;0.68;1.03;38.96;63.02;9.64;12.03;3.08;4.58;1.98;3.96
5;Castelo Branco;503;Covilhã;50300;Tortosendo;0.71;0.79;47.41;53.29;11.3;14.75;2.3;4.33;2.08;10.46
5;Castelo Branco;503;Covilhã;50300;Unhais da Serra;1.1;0.74;49.14;67.83;7.72;9.74;2.21;5.51;1.47;3.68
5;Castelo Branco;503;Covilhã;50300;Vale Formoso e Aldeia do Souto;0;2.65;38.04;66.29;11.74;8.33;3.03;2.65;0.76;4.55
5;Castelo Branco;503;Covilhã;50300;Verdelhos;1.48;2.22;22.69;60.74;6.67;11.11;5.19;5.19;2.22;5.19
5;Castelo Branco;504;Fundão;50400;Alcaide;0.77;0.39;45.2;66.02;11.2;6.95;1.93;5.79;2.7;4.25
5;Castelo Branco;504;Fundão;50400;Alcaria;1.1;0.22;44.64;60.57;13.22;11.01;2.2;5.07;2.42;4.19
5;Castelo Branco;504;Fundão;50400;Alcongosta;0.53;1.05;45.02;63.68;12.63;7.89;3.16;8.42;1.05;1.58
5;Castelo Branco;504;Fundão;50400;Alpedrinha;0.99;0.66;35.27;59.08;16.83;9.57;1.65;4.62;3.63;2.97
5;Castelo Branco;504;Fundão;50400;Barroca;1.35;0.9;46.35;71.62;7.66;10.81;4.5;2.25;0.45;0.45
5;Castelo Branco;504;Fundão;50400;Bogas de Cima;0;0.83;31.33;60.83;20;7.5;5;3.33;1.67;0.83
5;Castelo Branco;504;Fundão;50400;Capinha;0.83;1.65;26.65;71.07;10.74;5.79;0;5.79;0.83;3.31
5;Castelo Branco;504;Fundão;50400;Castelejo;1.57;1.89;48.25;65.09;11.64;7.55;1.89;5.66;1.26;3.46
5;Castelo Branco;504;Fundão;50400;Castelo Novo;0.79;0;46.49;69.05;11.11;11.11;1.59;5.56;0.79;0
5;Castelo Branco;504;Fundão;50400;Enxames;0.6;2.38;39.9;65.48;11.9;7.14;1.79;5.95;1.79;2.98
5;Castelo Branco;504;Fundão;50400;Fatela;0.52;1.05;41.43;65.45;13.61;7.85;2.62;6.28;1.05;1.57
5;Castelo Branco;504;Fundão;50400;Fundão, Valverde, Donas e Aldeias de Joanes e Cabo;1.08;1.02;45.36;56;14.26;13.66;2.64;4.99;2.95;3.39
5;Castelo Branco;504;Fundão;50400;Janeiro de Cima e Bogas de Baixo;0;1.66;34.87;78.45;12.15;2.76;1.66;2.21;0;1.1
5;Castelo Branco;504;Fundão;50400;Lavacolhos;0;2.17;40.89;60.87;7.61;14.13;3.26;9.78;0;2.17
5;Castelo Branco;504;Fundão;50400;Orca;0.41;1.22;46.24;70.73;9.76;6.5;3.66;3.25;0.41;4.07
5;Castelo Branco;504;Fundão;50400;Pêro Viseu;0.77;0.38;37.46;63.85;15.38;9.62;4.62;3.46;0;1.92
5;Castelo Branco;504;Fundão;50400;Póvoa de Atalaia e Atalaia do Campo;0.28;1.4;34.97;57.3;25;9.83;0.84;3.09;0.84;1.4
5;Castelo Branco;504;Fundão;50400;Silvares;1.95;0.73;42.44;65.37;11.22;13.41;1.95;2.93;1.22;1.22
5;Castelo Branco;504;Fundão;50400;Soalheira;0.6;0.6;38.93;60.78;20.96;5.69;1.8;3.59;2.69;3.29
5;Castelo Branco;504;Fundão;50400;Souto da Casa;1.33;1.33;40.29;59.8;11.3;13.95;3.32;4.32;1.33;3.32
5;Castelo Branco;504;Fundão;50400;Telhado;1.13;1.13;47.08;63.91;15.04;5.64;3.38;5.26;1.5;3.01
5;Castelo Branco;504;Fundão;50400;Três Povos;0.68;2.72;33.75;66.67;12.93;9.52;1.36;2.38;2.38;1.36
5;Castelo Branco;504;Fundão;50400;Vale de Prazeres e Mata da Rainha;0.58;1.45;28.21;68.12;9.28;8.99;4.35;3.48;2.03;1.74
5;Castelo Branco;505;Idanha-a-Nova;50500;Aldeia de Santa Margarida;0.98;1.96;42.15;58.82;13.73;13.73;3.92;3.92;0.98;1.96
5;Castelo Branco;505;Idanha-a-Nova;50500;Idanha-a-Nova e Alcafozes;1.76;0.88;44.49;55.67;18.26;11.44;4.18;2.86;0.77;4.18
5;Castelo Branco;505;Idanha-a-Nova;50500;Ladoeiro;0.52;1.05;35.34;58.9;21.47;9.95;2.62;3.66;0.79;1.05
5;Castelo Branco;505;Idanha-a-Nova;50500;Medelim;1.98;1.98;53.16;74.26;9.9;5.94;0;0.99;0.99;3.96
5;Castelo Branco;505;Idanha-a-Nova;50500;Monfortinho e Salvaterra do Extremo;0.45;1.82;37.35;59.09;22.73;6.36;0.45;3.64;1.82;3.64
5;Castelo Branco;505;Idanha-a-Nova;50500;Monsanto e Idanha-a-Velha;0.43;1.72;36.64;67.81;11.16;11.16;3.86;3;0;0.86
5;Castelo Branco;505;Idanha-a-Nova;50500;Oledo;0;0.78;41.08;68.99;9.3;6.2;5.43;1.55;0.78;6.98
5;Castelo Branco;505;Idanha-a-Nova;50500;Penha Garcia;1.07;3.93;47.78;58.21;16.43;12.14;1.07;2.14;0.71;4.29
5;Castelo Branco;505;Idanha-a-Nova;50500;Proença-a-Velha;3.33;1.67;41.67;60;25;1.67;6.67;1.67;0;0
5;Castelo Branco;505;Idanha-a-Nova;50500;Rosmaninhal;0;0.86;24.63;61.21;24.14;4.31;0;3.45;3.45;2.59
5;Castelo Branco;505;Idanha-a-Nova;50500;São Miguel de Acha;3.08;1.54;37.64;51.28;14.36;15.38;6.67;2.56;0;5.13
5;Castelo Branco;505;Idanha-a-Nova;50500;Toulões;0;3.16;48.97;67.37;15.79;9.47;0;2.11;2.11;0
5;Castelo Branco;505;Idanha-a-Nova;50500;Zebreira e Segura;0.29;3.52;34.27;47.8;15.84;22.29;0.29;4.11;1.17;4.69
5;Castelo Branco;506;Oleiros;50600;Álvaro;1.2;0;51.88;87.95;6.02;2.41;1.2;0;0;1.2
5;Castelo Branco;506;Oleiros;50600;Cambas;1.09;3.26;32.06;79.35;9.78;2.17;2.17;2.17;0;0
5;Castelo Branco;506;Oleiros;50600;Estreito-Vilar Barroco;1.37;2.75;49.21;72.08;9.61;7.09;1.37;2.29;2.52;0.92
5;Castelo Branco;506;Oleiros;50600;Isna;2.15;9.68;56.71;80.65;4.3;1.08;1.08;1.08;0;0
5;Castelo Branco;506;Oleiros;50600;Madeirã;0;2.99;46.53;76.12;5.97;7.46;2.99;1.49;1.49;1.49
5;Castelo Branco;506;Oleiros;50600;Mosteiro;1.49;0.75;51.34;83.58;4.48;2.24;2.99;2.24;1.49;0.75
5;Castelo Branco;506;Oleiros;50600;Oleiros-Amieira;1.52;0.98;46.27;66.81;12.51;8.6;3.05;3.59;1.52;1.41
5;Castelo Branco;506;Oleiros;50600;Orvalho;1.28;1.92;32.37;66.67;10.9;8.33;1.92;3.85;1.92;3.21
5;Castelo Branco;506;Oleiros;50600;Sarnadas de São Simão;0;3.66;42.93;69.51;6.1;10.98;0;3.66;4.88;1.22
5;Castelo Branco;506;Oleiros;50600;Sobral;4.94;1.23;57.45;80.25;7.41;1.23;1.23;2.47;0;1.23
5;Castelo Branco;507;Penamacor;50700;Aldeia do Bispo, Águas e Aldeia de João Pires;0.86;2.01;41.3;62.18;14.9;7.74;4.3;3.44;0.86;3.72
5;Castelo Branco;507;Penamacor;50700;Aranhas;0;1.5;46.67;63.16;23.31;6.77;0;5.26;0;0
5;Castelo Branco;507;Penamacor;50700;Benquerença;2.38;1.19;38.53;54.17;10.71;17.86;4.76;7.14;0.6;1.19
5;Castelo Branco;507;Penamacor;50700;Meimão;0;2.4;44.96;69.6;9.6;9.6;4;4;0.8;0
5;Castelo Branco;507;Penamacor;50700;Meimoa;0.74;1.48;43.27;60.74;13.33;11.11;2.96;4.44;2.96;2.22
5;Castelo Branco;507;Penamacor;50700;Pedrógão de São Pedro e Bemposta;0;1.33;30.06;68;17.33;6.67;3.33;2;0;1.33
5;Castelo Branco;507;Penamacor;50700;Penamacor;0.64;1.27;40.53;57.54;20.59;10.83;2.12;4.25;1.7;1.06
5;Castelo Branco;507;Penamacor;50700;Salvador;0;1.53;42.53;41.22;35.11;4.58;10.69;5.34;0;1.53
5;Castelo Branco;507;Penamacor;50700;Vale da Senhora da Póvoa;0;1.54;32.66;64.62;12.31;12.31;4.62;1.54;1.54;1.54
5;Castelo Branco;508;Proença-a-Nova;50800;Montes da Senhora;0.7;1.76;48.55;70.77;14.44;5.63;2.46;2.82;0.35;1.06
5;Castelo Branco;508;Proença-a-Nova;50800;Proença-a-Nova e Peral;1.23;1.03;48.46;66.11;14.03;8.19;2.21;3.73;1.62;1.86
5;Castelo Branco;508;Proença-a-Nova;50800;São Pedro do Esteval;1.33;0.89;50.68;64.44;15.56;5.33;3.56;3.56;2.67;2.67
5;Castelo Branco;508;Proença-a-Nova;50800;Sobreira Formosa e Alvito da Beira;0.71;0.57;42.45;75.82;10.53;7.25;1.85;2.28;0.43;0.57
5;Castelo Branco;509;Sertã;50900;Cabeçudo;0.52;1.31;47.8;72.7;9.97;8.14;1.57;2.89;1.31;1.57
5;Castelo Branco;509;Sertã;50900;Carvalhal;0;0.53;48.21;74.47;11.17;9.04;2.13;1.06;0;1.6
5;Castelo Branco;509;Sertã;50900;Castelo;0.52;0.78;44.12;77.28;8.62;3.66;3.13;4.44;0.52;1.04
5;Castelo Branco;509;Sertã;50900;Cernache do Bonjardim, Nesperal e Palhais;0.86;1.07;45.25;64.71;16.14;7.86;2.64;3.93;1;1.79
5;Castelo Branco;509;Sertã;50900;Cumeada e Marmeleiro;1.32;1.98;52.51;71.95;12.87;7.59;0.99;1.98;0.66;0.66
5;Castelo Branco;509;Sertã;50900;Ermida e Figueiredo;1.8;1.8;45.14;73.05;16.77;2.99;1.8;1.8;0;0
5;Castelo Branco;509;Sertã;50900;Pedrógão Pequeno;1.58;0.79;41.41;68.77;11.86;8.7;1.58;4.74;0.4;1.58
5;Castelo Branco;509;Sertã;50900;Sertã;1.4;1.61;46.49;65.04;11.76;9.24;3.01;3.96;2.15;1.82
5;Castelo Branco;509;Sertã;50900;Troviscal;0.32;2.92;41.79;71.43;11.69;6.49;1.3;3.25;1.3;1.3
5;Castelo Branco;509;Sertã;50900;Várzea dos Cavaleiros;0;1.34;45.3;74.25;10.7;7.36;1.34;2.68;1.67;0.67
5;Castelo Branco;510;Vila de Rei;51000;Fundada;0;2.48;64.14;74.22;9.63;6.83;2.8;1.24;0;2.8
5;Castelo Branco;510;Vila de Rei;51000;São João do Peso;3.13;0;62.75;78.13;9.38;0;0;3.13;3.13;3.13
5;Castelo Branco;510;Vila de Rei;51000;Vila de Rei;2.52;2.36;57.84;67.59;12.13;6.76;3.58;2.04;2.2;0.81
5;Castelo Branco;511;Vila Velha de Ródão;51100;Fratel;0.99;0.49;44.62;66.01;7.39;12.81;1.97;4.43;0;5.91
5;Castelo Branco;511;Vila Velha de Ródão;51100;Perais;0;1.15;43.94;79.31;5.17;7.47;2.87;0;1.15;2.87
5;Castelo Branco;511;Vila Velha de Ródão;51100;Sarnadas de Ródão;0.92;2.3;46.47;58.99;19.82;9.68;2.3;2.3;1.84;1.84
5;Castelo Branco;511;Vila Velha de Ródão;51100;Vila Velha de Ródão;0.81;0.27;50.2;61.22;13.24;11.08;2.57;3.51;1.62;5.68
6;Coimbra;601;Arganil;60100;Arganil;1.77;1.23;37.67;64.25;8.09;11.71;2.93;5.32;2.08;2.62
6;Coimbra;601;Arganil;60100;Benfeita;0.77;0.77;42.35;82.31;6.92;4.62;0.77;2.31;1.54;0
6;Coimbra;601;Arganil;60100;Celavisa;0;0;61.7;79.31;11.49;5.75;0;1.15;1.15;1.15
6;Coimbra;601;Arganil;60100;Cepos e Teixeira;0;3.03;49.75;77.78;2.02;10.1;3.03;4.04;0;0
6;Coimbra;601;Arganil;60100;Cerdeira e Moura da Serra;0;0.58;51.8;82.08;5.78;5.78;1.16;2.89;0;1.73
6;Coimbra;601;Arganil;60100;Côja e Barril de Alva;1.86;0.77;44.58;70.59;7.74;9.44;1.7;5.11;0.77;2.01
6;Coimbra;601;Arganil;60100;Folques;2.61;2.61;42.44;59.13;8.7;16.52;6.09;3.48;0;0.87
6;Coimbra;601;Arganil;60100;Piódão;0;4.76;31.11;52.38;16.67;11.9;2.38;9.52;2.38;0
6;Coimbra;601;Arganil;60100;Pomares;0.62;0.62;41.28;70.81;9.32;3.73;6.83;1.86;0.62;5.59
6;Coimbra;601;Arganil;60100;Pombeiro da Beira;0.35;0.7;35.13;71.78;8.01;7.32;3.83;3.48;1.39;3.14
6;Coimbra;601;Arganil;60100;São Martinho da Cortiça;0.74;0.98;34;75.49;7.84;6.62;1.72;5.15;0.74;0.74
6;Coimbra;601;Arganil;60100;Sarzedo;1.24;0.83;44.32;69.42;7.85;8.68;2.07;5.37;2.07;2.48
6;Coimbra;601;Arganil;60100;Secarias;1.2;0.6;51.07;64.67;8.98;14.37;1.8;2.99;1.2;4.19
6;Coimbra;601;Arganil;60100;Vila Cova de Alva e Anseriz;0.96;1.44;44.35;71.15;6.25;9.62;1.92;3.85;0.48;4.33
6;Coimbra;602;Cantanhede;60200;Ançã;2.17;0.46;37.5;59.7;9.13;14.16;3.2;4.45;1.83;4.91
6;Coimbra;602;Cantanhede;60200;Cadima;0.67;0.67;37.83;67.05;13.28;6.11;3.34;4.39;2.39;2.1
6;Coimbra;602;Cantanhede;60200;Cantanhede e Pocariça;1.36;1;41.24;60.32;11;13.04;2.92;5.55;2.86;1.95
6;Coimbra;602;Cantanhede;60200;Cordinhã;1.22;1.46;40.35;67.56;10.49;7.32;3.17;5.85;2.44;0.49
6;Coimbra;602;Cantanhede;60200;Covões e Camarneira;1.3;1.86;32.58;72.09;12.09;5.21;2.23;1.95;1.67;1.58
6;Coimbra;602;Cantanhede;60200;Febres;1.92;1.42;33.46;70.74;11.12;6.44;3.01;2.42;2.01;0.92
6;Coimbra;602;Cantanhede;60200;Murtede;1.17;1.17;37.9;68.74;7.57;9.32;5.44;2.33;1.94;2.33
6;Coimbra;602;Cantanhede;60200;Ourentã;2.34;0.47;36.36;57.94;12.85;11.92;5.14;5.84;3.04;0.47
6;Coimbra;602;Cantanhede;60200;Portunhos e Outil;0.69;1.1;40.71;59.03;10.34;14.21;3.86;5.1;2.07;3.59
6;Coimbra;602;Cantanhede;60200;Sanguinheira;1.69;1.55;40.88;60.28;13.66;7.46;5.35;6.06;1.55;2.39
6;Coimbra;602;Cantanhede;60200;São Caetano;2.17;1.08;47.98;72.63;13.01;6.78;1.9;1.63;0.27;0.54
6;Coimbra;602;Cantanhede;60200;Sepins e Bolho;1.35;1.5;35.92;71.51;10.79;6.15;3.15;3;0.9;1.65
6;Coimbra;602;Cantanhede;60200;Tocha;1.98;0.99;37.64;61.66;17.61;6.78;1.98;3.89;2.9;2.21
6;Coimbra;602;Cantanhede;60200;Vilamar e Corticeiro de Cima;2.84;0.47;43.51;68.72;14.69;4.42;3.48;2.21;2.84;0.32
6;Coimbra;603;Coimbra;60300;Almalaguês;0.68;0.85;43.38;62.63;5.29;12.03;1.71;12.2;1.19;3.41
6;Coimbra;603;Coimbra;60300;Antuzede e Vil de Matos;0.85;0.66;39.76;64.62;8.68;12.36;1.79;4.72;1.32;5
6;Coimbra;603;Coimbra;60300;Assafarge e Antanhol;1.85;0.32;47.51;56.17;10.45;13.92;2.36;7.63;3.01;4.3
6;Coimbra;603;Coimbra;60300;Brasfemes;0.98;0.74;46.6;62.25;6;13.36;3.43;5.51;2.82;4.9
6;Coimbra;603;Coimbra;60300;Ceira;1.04;0.88;40.11;61.31;9.43;12.23;2.88;6.08;1.04;5.12
6;Coimbra;603;Coimbra;60300;Cernache;1.09;0.43;53.56;58.9;10.86;13.36;2.12;6.95;2.55;3.75
6;Coimbra;603;Coimbra;60300;Eiras e São Paulo de Frades;1.14;0.7;44.58;58.31;8.34;15.88;1.92;6.58;2.04;5.1
6;Coimbra;603;Coimbra;60300;Santa Clara e Castelo Viegas;1.04;0.43;44.87;54.83;8.77;17.25;1.97;7.34;3.41;4.97
6;Coimbra;603;Coimbra;60300;Santo António dos Olivais;1.05;0.55;46.98;52.17;7.81;20.12;1.45;5.82;5.24;5.79
6;Coimbra;603;Coimbra;60300;São João do Campo;0.73;0.73;40.11;68.76;9.49;5.4;1.46;4.96;2.19;6.28
6;Coimbra;603;Coimbra;60300;São Martinho de Árvore e Lamarosa;0.97;0.97;39.59;64.64;13.72;8.41;2.51;3.86;1.06;3.86
6;Coimbra;603;Coimbra;60300;São Martinho do Bispo e Ribeira de Frades;0.73;0.66;41.85;57.8;8.75;16.16;2.22;6.63;2.5;4.55
6;Coimbra;603;Coimbra;60300;São Silvestre;0.71;0.53;43.62;64.95;11.57;9.43;2.49;4.89;2.22;3.2
6;Coimbra;603;Coimbra;60300;Sé Nova, Santa Cruz, Almedina e São Bartolomeu;1.12;0.78;43.97;52.99;8.01;19.11;1.59;6.75;3.91;5.76
6;Coimbra;603;Coimbra;60300;Souselas e Botão;0.92;0.63;42.71;67.69;8.77;9.92;2.71;4.73;1.27;3.35
6;Coimbra;603;Coimbra;60300;Taveiro, Ameal e Arzila;0.79;0.73;45.79;63.22;8.1;14.74;2.56;4.02;1.64;4.2
6;Coimbra;603;Coimbra;60300;Torres do Mondego;0.67;1.12;46.18;63.67;5.85;13.5;1.8;5.4;1.69;6.3
6;Coimbra;603;Coimbra;60300;Trouxemil e Torre de Vilela;1.45;0.69;48.21;64.86;9.13;11.4;1.7;5.6;1.76;3.4
6;Coimbra;604;Condeixa-a-Nova;60400;Anobra;0.96;0.38;48.01;68.27;8.27;9.42;3.08;4.62;0.58;4.42
6;Coimbra;604;Condeixa-a-Nova;60400;Condeixa-a-Velha e Condeixa-a-Nova;1.62;0.65;47.04;54.74;11.4;13.94;2.48;8.39;2.89;3.9
6;Coimbra;604;Condeixa-a-Nova;60400;Ega;1.61;0.72;47.92;61.43;10.76;11.48;3.23;6.19;1.79;2.78
6;Coimbra;604;Condeixa-a-Nova;60400;Furadouro;0;0;36.75;67.21;13.11;4.92;3.28;4.92;6.56;0
6;Coimbra;604;Condeixa-a-Nova;60400;Sebal e Belide;1.7;0.59;54.55;56;10.22;13.11;3.41;8.22;2.52;4.22
6;Coimbra;604;Condeixa-a-Nova;60400;Vila Seca e Bem da Fé;0.46;1.39;53;45.73;8.78;10.16;2.31;27.71;0.92;2.54
6;Coimbra;604;Condeixa-a-Nova;60400;Zambujal;2.05;3.42;42.94;53.42;15.75;13.7;1.37;4.79;0.68;4.79
6;Coimbra;605;Figueira da Foz;60500;Alhadas;1.12;0.94;43.68;62.47;8.47;13.76;2.88;4.59;2.18;3.59
6;Coimbra;605;Figueira da Foz;60500;Alqueidão;1.24;0.93;44.97;68.12;9.8;8.55;2.8;3.11;2.02;3.42
6;Coimbra;605;Figueira da Foz;60500;Bom Sucesso;1.7;0.85;32.09;59.11;18.06;8.35;4.26;4.77;1.19;1.7
6;Coimbra;605;Figueira da Foz;60500;Buarcos e São Julião;1.21;0.67;44.82;55.71;11.14;15.37;2.52;5.3;3.37;4.72
6;Coimbra;605;Figueira da Foz;60500;Ferreira-a-Nova;0.95;1.31;40.71;65.67;11.32;10.97;3.1;4.29;1.43;0.95
6;Coimbra;605;Figueira da Foz;60500;Lavos;1.51;1.17;44.67;61.72;11.07;9.62;3.16;5.43;2.2;4.12
6;Coimbra;605;Figueira da Foz;60500;Maiorca;0.5;1.81;44.67;64.39;10.73;10.03;3.61;4.21;1.5;3.21
6;Coimbra;605;Figueira da Foz;60500;Marinha das Ondas;1.63;0.57;40.71;62.87;11.48;8.71;4.31;6.32;1.72;2.39
6;Coimbra;605;Figueira da Foz;60500;Moinhos da Gândara;1.81;1.35;40.13;68.62;11.06;8.35;2.26;2.26;2.26;2.03
6;Coimbra;605;Figueira da Foz;60500;Paião;1.15;0.44;44.58;66.49;9.61;11.02;3.44;4.59;1.5;1.76
6;Coimbra;605;Figueira da Foz;60500;Quiaios;1.96;0.34;43.24;65.76;9.74;10.67;2.65;3.33;2.31;3.25
6;Coimbra;605;Figueira da Foz;60500;São Pedro;1.27;1.17;36.72;56.14;14.72;13.35;2.97;4.24;1.38;4.77
6;Coimbra;605;Figueira da Foz;60500;Tavarede;1.71;0.71;50.82;55.4;11.16;15.22;3.38;5.04;3.02;4.36
6;Coimbra;605;Figueira da Foz;60500;Vila Verde;1.43;0.8;44.63;56.91;9.99;14.36;2.85;4.37;1.34;7.94
6;Coimbra;606;Góis;60600;Alvares;0.44;0.44;38.64;79.82;6.14;6.58;2.19;2.63;0;1.75
6;Coimbra;606;Góis;60600;Cadafaz e Colmeal;2.02;1.01;35.48;72.73;4.04;9.09;4.04;5.05;1.01;1.01
6;Coimbra;606;Góis;60600;Góis;1.37;0.69;41.12;70.51;7.41;7.68;3.43;5.62;1.78;1.51
6;Coimbra;606;Góis;60600;Vila Nova do Ceira;0.31;1.56;39.93;73.83;5.92;9.03;1.87;4.67;1.25;1.56
6;Coimbra;607;Lousã;60700;Foz de Arouce e Casal de Ermio;1.16;0.78;46.07;69.19;7.95;9.5;2.91;4.26;2.13;2.13
6;Coimbra;607;Lousã;60700;Gândaras;0.88;1.1;42.22;69.54;8.61;9.49;1.55;4.42;2.21;2.21
6;Coimbra;607;Lousã;60700;Lousã e Vilarinho;1.37;0.87;42.87;61.81;8.89;12.37;2.49;6.1;2.21;3.88
6;Coimbra;607;Lousã;60700;Serpins;0.78;0.31;44.39;68.64;7.02;10.14;3.43;6.08;1.4;2.18
6;Coimbra;608;Mira;60800;Carapelhos;1.62;2.27;39.26;69.9;9.39;6.47;4.53;1.94;3.24;0.65
6;Coimbra;608;Mira;60800;Mira;1.85;1.2;38.92;63.54;11.63;8.48;4.35;4.39;2.72;1.85
6;Coimbra;608;Mira;60800;Praia de Mira;1.49;0.66;35.22;68.32;9.41;9.32;3.88;3.88;2.06;0.99
6;Coimbra;608;Mira;60800;Seixo;0.83;1.66;39.67;73.04;11.31;6.16;2;1.5;2.16;1.33
6;Coimbra;609;Miranda do Corvo;60900;Lamas;0.66;0.99;44.1;73.27;5.28;7.59;2.31;6.93;1.65;1.32
6;Coimbra;609;Miranda do Corvo;60900;Miranda do Corvo;0.96;0.89;40.68;61.98;7.28;13.98;2.5;6.28;2.39;3.74
6;Coimbra;609;Miranda do Corvo;60900;Semide e Rio Vide;1.75;1.35;41.25;71.78;6.44;8.74;2.86;3.97;0.95;2.15
6;Coimbra;609;Miranda do Corvo;60900;Vila Nova;1.14;0.86;47.04;68;7.43;10;2.86;6.29;0.86;2.57
6;Coimbra;610;Montemor-o-Velho;61000;Abrunheira, Verride e Vila Nova da Barca;1.5;0.38;44;62.59;11.09;9.59;1.69;6.58;1.5;5.08
6;Coimbra;610;Montemor-o-Velho;61000;Arazede;1.22;1.11;37.75;62.14;15.52;8.2;3.82;4.32;1.94;1.72
6;Coimbra;610;Montemor-o-Velho;61000;Carapinheira;1.09;0.49;34.45;64.11;12.77;7.54;2.43;4.74;2.07;4.74
6;Coimbra;610;Montemor-o-Velho;61000;Ereira;0.95;0.32;58.6;57.41;11.36;18.93;2.84;2.84;1.89;3.47
6;Coimbra;610;Montemor-o-Velho;61000;Liceia;0.89;1.48;34.14;59.94;13.95;9.79;2.97;6.23;1.19;3.56
6;Coimbra;610;Montemor-o-Velho;61000;Meãs do Campo;1.12;0.56;36.45;67.79;13.3;6.74;3;3.18;1.12;3.18
6;Coimbra;610;Montemor-o-Velho;61000;Montemor-o-Velho e Gatões;1.69;0.61;42.79;57.91;13.59;9.75;3;5.84;3.38;4.22
6;Coimbra;610;Montemor-o-Velho;61000;Pereira;0.83;0.76;46.15;60.77;11.15;13.13;2.73;4.25;2.58;3.79
6;Coimbra;610;Montemor-o-Velho;61000;Santo Varão;2.3;1.09;51.85;62.95;8.35;9.2;2.78;5.08;1.45;6.78
6;Coimbra;610;Montemor-o-Velho;61000;Seixo de Gatões;1.58;0;38.19;64.56;12.42;7.67;3.61;5.87;1.81;2.48
6;Coimbra;610;Montemor-o-Velho;61000;Tentúgal;1.48;1.08;41.92;61.02;12.1;10.22;3.9;5.38;2.42;2.42
6;Coimbra;611;Oliveira do Hospital;61100;Aldeia das Dez;0;1.12;43.66;74.86;10.06;7.82;1.12;2.79;1.12;1.12
6;Coimbra;611;Oliveira do Hospital;61100;Alvoco das Várzeas;0.77;0.77;51.79;66.92;6.92;13.08;4.62;5.38;0;1.54
6;Coimbra;611;Oliveira do Hospital;61100;Avô;1.05;0.53;43.58;67.89;12.11;7.37;3.68;2.63;1.58;3.16
6;Coimbra;611;Oliveira do Hospital;61100;Bobadela;0.97;0.97;38.65;66.02;13.59;7.28;2.43;3.4;2.43;2.91
6;Coimbra;611;Oliveira do Hospital;61100;Ervedal e Vila Franca da Beira;1.76;0.44;38.89;65.49;11.43;8.79;3.08;5.05;0.22;3.74
6;Coimbra;611;Oliveira do Hospital;61100;Lagares;1.54;0.26;31.22;65.9;12.82;10.51;2.56;3.33;0.77;2.31
6;Coimbra;611;Oliveira do Hospital;61100;Lagos da Beira e Lajeosa;0.74;1.12;50.14;74.12;8.01;6.52;3.17;3.17;1.49;1.68
6;Coimbra;611;Oliveira do Hospital;61100;Lourosa;0.5;1;39.49;69.15;10.95;1.49;7.46;2.99;1.99;4.48
6;Coimbra;611;Oliveira do Hospital;61100;Meruge;1.57;0.52;42.83;75.39;8.38;5.76;3.14;1.57;0;3.66
6;Coimbra;611;Oliveira do Hospital;61100;Nogueira do Cravo;0.78;1.03;39.47;70.93;11.11;6.98;3.1;2.84;1.16;2.07
6;Coimbra;611;Oliveira do Hospital;61100;Oliveira do Hospital e São Paio de Gramaços;1.1;0.92;41.88;66.12;10.06;10.19;3.12;3.76;2.16;2.57
6;Coimbra;611;Oliveira do Hospital;61100;Penalva de Alva e São Sebastião da Feira;1.5;2;44.16;77.81;3.99;5.74;3.24;3.99;0.5;1.25
6;Coimbra;611;Oliveira do Hospital;61100;Santa Ovaia e Vila Pouca da Beira;1.14;1.99;47.44;69.32;10.23;9.09;3.98;1.14;1.14;1.99
6;Coimbra;611;Oliveira do Hospital;61100;São Gião;0;3.52;39.66;75.35;9.15;6.34;2.11;1.41;0;2.11
6;Coimbra;611;Oliveira do Hospital;61100;Seixo da Beira;1.98;0.99;28.96;74.75;9.9;5.45;1.73;3.22;0.99;0.99
6;Coimbra;611;Oliveira do Hospital;61100;Travanca de Lagos;1.08;1.36;37.24;72.09;10.84;7.59;2.71;1.9;0.27;2.17
6;Coimbra;612;Pampilhosa da Serra;61200;Cabril;0;0;33.49;70.42;7.04;9.86;8.45;4.23;0;0
6;Coimbra;612;Pampilhosa da Serra;61200;Dornelas do Zêzere;0;0;31.2;80.13;7.05;4.49;3.85;3.21;0.64;0.64
6;Coimbra;612;Pampilhosa da Serra;61200;Fajão-Vidual;0;1.89;43.8;74.53;5.66;5.66;1.89;5.66;0;4.72
